[2024-12-28 00:36:13,646, 15, root, INFO - Initiate the data ingestion]
[2024-12-28 00:36:25,542, 67, root, INFO - Performed train test split on the dataframe]
[2024-12-28 00:36:25,542, 69, root, INFO - Exited split_data_as_train_test method of Data_Ingestion class]
[2024-12-28 00:36:25,542, 77, root, INFO - Exporting train and test file path.]
[2024-12-28 00:36:25,747, 86, root, INFO - Exported train and test file path.]
[2024-12-28 00:36:25,747, 18, root, INFO - Data Initiation Completed]
[2024-12-28 00:36:25,795, 21, root, INFO - Initiate the data validation]
[2024-12-28 00:36:25,987, 32, root, INFO - Required number of columns:2]
[2024-12-28 00:36:25,994, 33, root, INFO - Data frame has columns:31]
[2024-12-28 00:36:25,994, 32, root, INFO - Required number of columns:2]
[2024-12-28 00:36:25,994, 33, root, INFO - Data frame has columns:31]
[2024-12-28 00:36:26,597, 23, root, INFO - data validation completed]
[2024-12-28 00:36:26,597, 25, root, INFO - data Transformation started]
[2024-12-28 00:36:26,597, 63, root, INFO - Entered initiate_data_transformation method of DataTransformation class]
[2024-12-28 00:36:26,597, 65, root, INFO - Starting data transformation]
[2024-12-28 00:36:26,680, 48, root, INFO - Entered get_data_trnasformer_object method of Trnasformation class]
[2024-12-28 00:36:26,680, 53, root, INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}]
[2024-12-28 00:36:26,725, 46, root, INFO - Entered the save_object method of MainUtils class]
[2024-12-28 00:36:26,736, 50, root, INFO - Exited the save_object method of MainUtils class]
[2024-12-28 00:36:26,736, 46, root, INFO - Entered the save_object method of MainUtils class]
[2024-12-28 00:36:26,748, 50, root, INFO - Exited the save_object method of MainUtils class]
[2024-12-28 00:36:26,753, 29, root, INFO - data Transformation completed]
