[2024-12-28 21:06:16,836, 15, root, INFO - Initiate the data ingestion]
[2024-12-28 21:06:22,638, 67, root, INFO - Performed train test split on the dataframe]
[2024-12-28 21:06:22,638, 69, root, INFO - Exited split_data_as_train_test method of Data_Ingestion class]
[2024-12-28 21:06:22,638, 77, root, INFO - Exporting train and test file path.]
[2024-12-28 21:06:22,685, 86, root, INFO - Exported train and test file path.]
[2024-12-28 21:06:22,686, 19, root, INFO - Data Initiation Completed]
[2024-12-28 21:06:22,701, 22, root, INFO - Initiate the data validation]
[2024-12-28 21:06:22,756, 32, root, INFO - Required number of columns:2]
[2024-12-28 21:06:22,756, 33, root, INFO - Data frame has columns:31]
[2024-12-28 21:06:22,756, 32, root, INFO - Required number of columns:2]
[2024-12-28 21:06:22,756, 33, root, INFO - Data frame has columns:31]
[2024-12-28 21:06:22,867, 24, root, INFO - data validation completed]
[2024-12-28 21:06:22,867, 27, root, INFO - data Transformation started]
[2024-12-28 21:06:22,867, 63, root, INFO - Entered initiate_data_transformation method of DataTransformation class]
[2024-12-28 21:06:22,867, 65, root, INFO - Starting data transformation]
[2024-12-28 21:06:22,886, 48, root, INFO - Entered get_data_trnasformer_object method of Trnasformation class]
[2024-12-28 21:06:22,886, 53, root, INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}]
[2024-12-28 21:06:22,900, 46, root, INFO - Entered the save_object method of MainUtils class]
[2024-12-28 21:06:22,903, 50, root, INFO - Exited the save_object method of MainUtils class]
[2024-12-28 21:06:22,903, 46, root, INFO - Entered the save_object method of MainUtils class]
[2024-12-28 21:06:22,905, 50, root, INFO - Exited the save_object method of MainUtils class]
[2024-12-28 21:06:22,907, 31, root, INFO - data Transformation completed]
[2024-12-28 21:06:22,907, 33, root, INFO - Model Training sstared]
[2024-12-28 21:08:43,872, 16, root, INFO - Initiate the data ingestion]
[2024-12-28 21:08:50,529, 67, root, INFO - Performed train test split on the dataframe]
[2024-12-28 21:08:50,529, 69, root, INFO - Exited split_data_as_train_test method of Data_Ingestion class]
[2024-12-28 21:08:50,529, 77, root, INFO - Exporting train and test file path.]
[2024-12-28 21:08:50,574, 86, root, INFO - Exported train and test file path.]
[2024-12-28 21:08:50,574, 20, root, INFO - Data Initiation Completed]
[2024-12-28 21:08:50,578, 23, root, INFO - Initiate the data validation]
[2024-12-28 21:08:50,631, 32, root, INFO - Required number of columns:2]
[2024-12-28 21:08:50,631, 33, root, INFO - Data frame has columns:31]
[2024-12-28 21:08:50,631, 32, root, INFO - Required number of columns:2]
[2024-12-28 21:08:50,631, 33, root, INFO - Data frame has columns:31]
[2024-12-28 21:08:50,753, 25, root, INFO - data validation completed]
[2024-12-28 21:08:50,753, 28, root, INFO - data Transformation started]
[2024-12-28 21:08:50,753, 63, root, INFO - Entered initiate_data_transformation method of DataTransformation class]
[2024-12-28 21:08:50,753, 65, root, INFO - Starting data transformation]
